year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2019,Anderson, Shaun,641312,Giants,SF,R,92.6,716,1587,9.79629629629629629,0.45116572148708254,FF,4-Seamer,17.9,-15.8,-2.1,-13,0.2,-6.7,-6.5,-97,0.16046511627907,0.013953488372093
2019,Soria, Joakim,465657,Athletics,OAK,R,92.6,710,1116,6.88888888888888888,0.63620071684587813,FF,4-Seamer,15,-16.4,1.4,9,5.3,-7.6,-2.2,-30,0.795348837209302,0.237209302325581
2019,Diaz, Edwin,621242,Mets,NYM,R,97.4,706,1073,6.62345679012345679,0.65796831314072693,FF,4-Seamer,14.3,-14.2,-0.2,-1,12.4,-8.5,3.9,46,0.474418604651163,0.9
2019,Stratton, Chris,608717,Pirates,PIT,R,92.2,702,1363,8.41358024691358024,0.51504035216434336,FF,4-Seamer,16.7,-16.2,-0.5,-3,5.7,-7,-1.3,-18,0.4,0.353488372093023
2019,Suarez, Jose,660761,Angels,LAA,L,91.7,701,1486,9.17283950617283950,0.47173620457604306,FF,4-Seamer,17.4,-17.3,0,0,7.4,-7.7,-0.3,-4,0.530232558139535,0.448837209302326
2019,Skaggs, Tyler,572140,Angels,LAA,L,91.3,698,1386,8.55555555555555555,0.50360750360750360,FF,4-Seamer,15.5,-16,0.5,3,1.8,-5.4,-3.6,-66,0.632558139534884,0.113953488372093
2019,Clarke, Taylor,664199,Diamondbacks,ARI,R,93.7,693,1512,9.33333333333333333,0.45833333333333333,FF,4-Seamer,14.3,-15.4,1.1,7,6.5,-7.1,-0.6,-8,0.730232558139535,0.411627906976744
2019,Vargas, Jason,450306,Phillies,PHI,L,84.2,691,2505,15.46296296296296296,0.27584830339321357,FF,4-Seamer,23.2,-23.2,0,0,11.4,-9.2,2.2,24,0.530232558139535,0.748837209302326
2019,Buttrey, Ty,621142,Angels,LAA,R,97.1,690,1225,7.56172839506172839,0.56326530612244897,FF,4-Seamer,15,-13.6,-1.4,-11,12.6,-7.5,5.1,69,0.246511627906977,0.948837209302326
2019,Brebbia, John,605154,Cardinals,STL,R,93.5,687,1217,7.51234567901234567,0.56450287592440427,FF,4-Seamer,12.9,-15.6,2.6,17,8.6,-7.4,1.3,17,0.965116279069767,0.618604651162791
2019,Armstrong, Shawn,542888,Orioles,BAL,R,93.4,676,1132,6.98765432098765432,0.59717314487632508,FF,4-Seamer,14.3,-15.7,1.4,9,5.6,-7.4,-1.8,-24,0.795348837209302,0.290697674418605
2019,Yamamoto, Jordan,657141,Marlins,MIA,R,91.5,674,1377,8.50000000000000000,0.48946986201888162,FF,4-Seamer,15.4,-16.9,1.5,9,6.9,-7.1,-0.2,-3,0.809302325581395,0.469767441860465
2019,Strahm, Matt,621381,Padres,SD,L,91.4,672,1789,11.04320987654320987,0.37562884292901062,FF,4-Seamer,20.4,-18.5,-1.9,-10,14.1,-8.7,5.4,62,0.183720930232558,0.958139534883721
2019,Rodriguez, Dereck,605446,Giants,SF,R,90.7,670,1668,10.29629629629629629,0.40167865707434052,FF,4-Seamer,17.1,-16.8,-0.3,-2,3.4,-6.4,-3,-47,0.446511627906977,0.176744186046512
2019,Pagan, Emilio,641941,Rays,TB,R,95.5,661,1075,6.63580246913580246,0.61488372093023255,FF,4-Seamer,11.5,-14.6,3.1,21,4.9,-7.7,-2.9,-37,0.988372093023256,0.186046511627907
2019,Gallen, Zac,668678,Diamondbacks,ARI,R,92.9,660,1387,8.56172839506172839,0.47584715212689257,FF,4-Seamer,14.5,-16,1.5,9,5.4,-7.2,-1.8,-25,0.809302325581395,0.290697674418605
2019,Anderson, Nick,623433,Rays,TB,R,96,660,1101,6.79629629629629629,0.59945504087193460,FF,4-Seamer,10.3,-13.8,3.5,26,5.8,-7.1,-1.2,-17,0.995348837209302,0.358139534883721
2019,Swanson, Erik,657024,Mariners,SEA,R,92.7,657,971,5.99382716049382716,0.67662203913491246,FF,4-Seamer,13.1,-15.4,2.4,15,8.5,-6.5,2,31,0.941860465116279,0.718604651162791
2019,Canning, Griffin,656288,Angels,LAA,R,93.9,656,1552,9.58024691358024691,0.42268041237113402,FF,4-Seamer,13.9,-16.1,2.1,13,9.1,-7.9,1.2,15,0.906976744186046,0.611627906976744
2019,Conley, Adam,543045,Marlins,MIA,L,95.3,655,1061,6.54938271604938271,0.61734213006597549,FF,4-Seamer,16.4,-14.9,-1.5,-10,13.6,-7.8,5.8,75,0.237209302325581,0.981395348837209
2019,Lopez, Jorge,605347,Royals,KC,R,94.3,651,2060,12.71604938271604938,0.31601941747572815,FF,4-Seamer,16.7,-15.3,-1.4,-9,9.6,-7.5,2.1,28,0.246511627906977,0.734883720930233
2019,Cease, Dylan,656302,White Sox,CWS,R,96.5,646,1364,8.47204968944099378,0.47360703812316715,FF,4-Seamer,15.1,-13.9,-1.2,-8,1.8,-7.4,-5.6,-76,0.283720930232558,0.0418604651162791
2019,Ferguson, Caleb,657571,Dodgers,LAD,L,94.4,643,824,5.08641975308641975,0.78033980582524271,FF,4-Seamer,14.2,-15.7,1.5,9,9.9,-8.1,1.8,22,0.809302325581395,0.683720930232558
2019,Wittgren, Nick,621295,Indians,CLE,R,92.3,642,975,6.01851851851851851,0.65846153846153846,FF,4-Seamer,15.5,-15.9,0.4,3,8.1,-7,1.1,16,0.6,0.590697674418605
2019,Zimmermann, Jordan,519455,Tigers,DET,R,90.5,642,1866,11.59006211180124223,0.34405144694533762,FF,4-Seamer,17.9,-17.5,-0.5,-3,6.9,-7,-0.1,-1,0.4,0.481395348837209
2019,Corbin, Patrick,571578,Nationals,WSH,L,91.8,641,3299,20.36419753086419753,0.19430130342528038,FF,4-Seamer,17.1,-16.1,-0.9,-6,8.8,-6.5,2.3,35,0.330232558139535,0.758139534883721
2019,Guerra, Javy,457915,Nationals,WSH,R,92.7,636,1076,6.64197530864197530,0.59107806691449814,FF,4-Seamer,14,-15.4,1.3,9,4.5,-6.5,-2.1,-31,0.776744186046512,0.251162790697674
2019,Rainey, Tanner,663432,Nationals,WSH,R,97.7,636,900,5.55555555555555555,0.70666666666666666,FF,4-Seamer,10.9,-13.1,2.2,17,4.1,-7.5,-3.4,-45,0.923255813953488,0.134883720930233
2019,Guerrero, Tayron,594027,Marlins,MIA,R,98.9,631,900,5.55555555555555555,0.70111111111111111,FF,4-Seamer,12,-12.2,0.2,1,8.9,-7.2,1.7,24,0.56046511627907,0.667441860465116
2019,Gallegos, Giovanny,606149,Cardinals,STL,R,93.7,626,1141,7.04320987654320987,0.54864154250657318,FF,4-Seamer,14,-15.5,1.5,10,10.7,-7.3,3.4,47,0.809302325581395,0.865116279069767
2019,Gott, Trevor,641627,Giants,SF,R,94.7,617,914,5.64197530864197530,0.67505470459518599,FF,4-Seamer,17.2,-16.8,-0.4,-2,8.2,-9.7,-1.4,-15,0.42093023255814,0.33953488372093
2019,Ponce de Leon, Daniel,594965,Cardinals,STL,R,93.3,609,861,5.31481481481481481,0.70731707317073170,FF,4-Seamer,15,-15.4,0.5,3,11.6,-6.9,4.7,68,0.632558139534884,0.937209302325581
2019,Barnes, Matt,598264,Red Sox,BOS,R,96.6,607,1310,8.08641975308641975,0.46335877862595419,FF,4-Seamer,12,-13.1,1.1,8,10.2,-6.9,3.3,48,0.730232558139535,0.855813953488372
2019,Moronta, Reyes,606625,Giants,SF,R,97.2,606,1038,6.40740740740740740,0.58381502890173410,FF,4-Seamer,13.2,-14.3,1.1,8,5.6,-8.5,-3,-35,0.730232558139535,0.176744186046512
2019,Andriese, Matt,542882,Diamondbacks,ARI,R,92.5,597,1204,7.43209876543209876,0.49584717607973421,FF,4-Seamer,16.1,-16.8,0.7,4,7.1,-7.8,-0.7,-9,0.674418604651163,0.390697674418605
2019,Miller, Shelby,571946,Rangers,TEX,R,94.3,591,863,5.32716049382716049,0.68482039397450753,FF,4-Seamer,14.2,-15.5,1.3,8,10.3,-7.8,2.5,32,0.776744186046512,0.776744186046512
2019,Glasnow, Tyler,607192,Rays,TB,R,96.9,586,903,5.57407407407407407,0.64894795127353266,FF,4-Seamer,12.7,-12.7,0,0,0,-4.2,-4.2,-100,0.530232558139535,0.0837209302325581
2019,Yates, Kirby,489446,Padres,SD,R,93.5,582,1021,6.30246913580246913,0.57002938295788442,FF,4-Seamer,17.3,-17,-0.4,-2,14.2,-8.8,5.5,63,0.42093023255814,0.962790697674419
2019,Peters, Dillon,596071,Angels,LAA,L,91,578,1274,7.86419753086419753,0.45368916797488226,FF,4-Seamer,16.5,-17.4,0.9,5,4.1,-7.2,-3.1,-43,0.7,0.172093023255814
2019,Diekman, Jake,518617,Athletics,OAK,L,95.8,575,1184,7.30864197530864197,0.48564189189189189,FF,4-Seamer,19,-15,-4,-27,14,-8.3,5.7,68,0.0511627906976744,0.976744186046512
2019,Cortes, Nestor,641482,Yankees,NYY,L,89.6,570,1301,8.03086419753086419,0.43812451960030745,FF,4-Seamer,17,-19.2,2.2,11,6.9,-7.6,-0.8,-10,0.923255813953488,0.386046511627907
2019,Vazquez, Felipe,553878,Pirates,PIT,L,98.5,569,959,5.91975308641975308,0.59332638164754953,FF,4-Seamer,16.5,-14.8,-1.7,-11,10,-9.5,0.4,5,0.211627906976744,0.527906976744186
2019,Chapman, Aroldis,547973,Yankees,NYY,L,98,568,989,6.10493827160493827,0.57431749241658240,FF,4-Seamer,9.9,-12.6,2.6,21,3.5,-7.1,-3.6,-50,0.965116279069767,0.113953488372093
2019,Bassitt, Chris,605135,Athletics,OAK,R,93.9,568,2430,15.00000000000000000,0.23374485596707818,FF,4-Seamer,16.9,-15.9,-1,-6,8.9,-8,0.8,11,0.311627906976744,0.567441860465116
2019,Houser, Adrian,605288,Brewers,MIL,R,94.5,566,1810,11.17283950617283950,0.31270718232044198,FF,4-Seamer,15.7,-14.7,-1,-7,6.7,-7.1,-0.4,-5,0.311627906976744,0.437209302325581
2019,Farmer, Buck,571656,Tigers,DET,R,95,564,1157,7.18633540372670807,0.48746758859118409,FF,4-Seamer,14.3,-15.3,0.9,6,12,-7.9,4.1,51,0.7,0.916279069767442
2019,Ynoa, Gabriel,593679,Orioles,BAL,R,93.4,564,1815,11.20370370370370370,0.31074380165289256,FF,4-Seamer,20.1,-16.9,-3.2,-19,13.1,-8.6,4.4,51,0.0837209302325581,0.930232558139535
2019,Fry, Paul,643316,Orioles,BAL,L,90.7,563,1076,6.64197530864197530,0.52323420074349442,FF,4-Seamer,21.9,-18.4,-3.5,-19,2.1,-8,-5.8,-73,0.072093023255814,0.0325581395348837
2019,Robles, Hansel,570663,Angels,LAA,R,97.2,558,1159,7.15432098765432098,0.48144952545297670,FF,4-Seamer,13,-15,2,13,12.8,-9.1,3.7,40,0.890697674418605,0.888372093023256
2019,Chen, Wei-Yin,612672,Marlins,MIA,L,91.4,554,1151,7.10493827160493827,0.48132059079061685,FF,4-Seamer,16.3,-16.7,0.5,3,3.6,-6.8,-3.3,-48,0.632558139534884,0.148837209302326
2019,Hendricks, Kyle,543294,Cubs,CHC,R,87.2,552,2698,16.65432098765432098,0.20459599703484062,FF,4-Seamer,21.7,-19.8,-1.9,-9,6.7,-6.6,0.1,2,0.183720930232558,0.5
2019,Baez, Pedro,520980,Dodgers,LAD,R,95.8,552,1112,6.86419753086419753,0.49640287769784172,FF,4-Seamer,11.9,-14.2,2.3,16,5.5,-7.3,-1.8,-25,0.934883720930233,0.290697674418605
2019,Weaver, Luke,596133,Diamondbacks,ARI,R,93.8,548,1053,6.50000000000000000,0.52041785375118708,FF,4-Seamer,15.4,-16.3,0.9,5,8.6,-8.3,0.4,4,0.7,0.527906976744186
2019,Eovaldi, Nathan,543135,Red Sox,BOS,R,97.5,547,1264,7.80246913580246913,0.43275316455696202,FF,4-Seamer,14.5,-13.7,-0.8,-6,11.2,-8,3.2,40,0.341860465116279,0.841860465116279
2019,Nova, Ivan,467100,White Sox,CWS,R,92.5,528,3005,18.66459627329192546,0.17570715474209650,FF,4-Seamer,20.8,-16.3,-4.5,-28,12.4,-7,5.4,77,0.0348837209302326,0.958139534883721
2019,Leclerc, Jose,600917,Rangers,TEX,R,96.8,523,1294,7.98765432098765432,0.40417310664605873,FF,4-Seamer,12.7,-14.9,2.3,15,2.9,-8.6,-5.7,-66,0.934883720930233,0.0372093023255814
2019,Brasier, Ryan,518489,Red Sox,BOS,R,96.1,521,978,6.03703703703703703,0.53271983640081799,FF,4-Seamer,12.9,-14.2,1.2,9,6,-7.6,-1.6,-21,0.758139534883721,0.318604651162791
2019,Stripling, Ross,548389,Dodgers,LAD,R,90.6,520,1445,8.91975308641975308,0.35986159169550173,FF,4-Seamer,15.8,-16.6,0.8,5,3.5,-5.3,-1.8,-34,0.688372093023256,0.290697674418605
2019,McGee, Jake,459429,Rockies,COL,L,93.4,520,647,3.99382716049382716,0.80370942812982998,FF,4-Seamer,17.7,-16.2,-1.4,-9,9.8,-7.8,1.9,25,0.246511627906977,0.7
2019,Margevicius, Nick,676606,Padres,SD,L,88.3,517,958,5.91358024691358024,0.53966597077244258,FF,4-Seamer,18.1,-18.6,0.6,3,2.8,-6.2,-3.4,-55,0.658139534883721,0.134883720930233
2019,Petit, Yusmeiro,433589,Athletics,OAK,R,89.1,515,1154,7.12345679012345679,0.44627383015597920,FF,4-Seamer,16.1,-18,1.8,10,6.3,-6.3,0,0,0.869767441860465,0.486046511627907
2019,Price, David,456034,Red Sox,BOS,L,91.9,512,1862,11.49382716049382716,0.27497314715359828,FF,4-Seamer,18.2,-17,-1.3,-8,10.8,-7.4,3.4,45,0.255813953488372,0.865116279069767
2019,Hernandez, Darwinzon,650382,Red Sox,BOS,L,95.5,504,681,4.20370370370370370,0.74008810572687224,FF,4-Seamer,16.6,-15,-1.6,-11,2.9,-8,-5.1,-64,0.227906976744186,0.0558139534883721
2019,Gibson, Kyle,502043,Twins,MIN,R,93.4,504,2764,17.06172839506172839,0.18234442836468885,FF,4-Seamer,15,-14.6,-0.4,-3,5.6,-6.2,-0.6,-10,0.42093023255814,0.411627906976744
2019,Devenski, Chris,606965,Astros,HOU,R,94.7,504,1144,7.06172839506172839,0.44055944055944055,FF,4-Seamer,15.7,-14.6,-1.1,-8,10.9,-7.2,3.7,52,0.297674418604651,0.888372093023256
2019,Straily, Dan,573185,Orioles,BAL,R,90.2,504,966,5.96296296296296296,0.52173913043478260,FF,4-Seamer,16.8,-17.2,0.4,2,8,-6.3,1.7,27,0.6,0.667441860465116
2019,Duffey, Tyler,608648,Twins,MIN,R,93.9,503,980,6.04938271604938271,0.51326530612244897,FF,4-Seamer,15.6,-15.3,-0.3,-2,5.9,-7.2,-1.4,-19,0.446511627906977,0.33953488372093
2019,McKay, Brendan,656713,Rays,TB,L,93.7,502,878,5.41975308641975308,0.57175398633257403,FF,4-Seamer,14.1,-15.6,1.5,10,9,-7.4,1.6,22,0.809302325581395,0.658139534883721
2019,Hembree, Heath,592390,Red Sox,BOS,R,93.6,502,718,4.43209876543209876,0.69916434540389972,FF,4-Seamer,13.9,-16,2.1,13,7.5,-7.9,-0.4,-5,0.906976744186046,0.437209302325581
2019,Hill, Rich,448179,Dodgers,LAD,L,90.3,501,966,5.96296296296296296,0.51863354037267080,FF,4-Seamer,15.6,-17.3,1.7,10,10.3,-6.5,3.8,58,0.848837209302326,0.893023255813953
2019,Wingenter, Trey,622259,Padres,SD,R,95.9,498,906,5.59259259259259259,0.54966887417218543,FF,4-Seamer,13.7,-13.9,0.2,1,9.2,-7.2,2,28,0.56046511627907,0.718604651162791
2019,Foltynewicz, Mike,592314,Braves,ATL,R,94.8,497,1888,11.65432098765432098,0.26324152542372881,FF,4-Seamer,15.4,-15.3,-0.2,-1,9,-7.9,1.1,14,0.474418604651163,0.590697674418605
2019,Anderson, Brett,474463,Athletics,OAK,L,89.4,495,2659,16.41358024691358024,0.18616021060549078,FF,4-Seamer,22.9,-17.9,-5,-28,3.1,-6.2,-3.2,-51,0.0255813953488372,0.16046511627907
2019,Lopez, Yoan,661255,Diamondbacks,ARI,R,96.2,494,865,5.33950617283950617,0.57109826589595375,FF,4-Seamer,14.7,-13.8,-0.9,-7,4.5,-7.3,-2.8,-38,0.330232558139535,0.197674418604651
2019,Buchter, Ryan,488748,Athletics,OAK,L,92.4,492,800,4.93827160493827160,0.61500000000000000,FF,4-Seamer,14,-16.2,2.2,14,8.4,-7.3,1.1,15,0.923255813953488,0.590697674418605
2019,Smith, Will,519293,Giants,SF,L,92.6,489,1043,6.43827160493827160,0.46883988494726749,FF,4-Seamer,15,-15.6,0.6,4,5.4,-6.3,-1,-15,0.658139534883721,0.367441860465116
2019,Wieck, Brad,623364,Cubs,CHC,L,93.7,489,633,3.90740740740740740,0.77251184834123222,FF,4-Seamer,13.4,-14.4,1.1,7,4.8,-6.5,-1.8,-27,0.730232558139535,0.290697674418605
2019,Brooks, Aaron,605156,Orioles,BAL,R,92,487,1899,11.72222222222222222,0.25645076355976829,FF,4-Seamer,17.9,-16.3,-1.6,-10,12.4,-6.7,5.7,84,0.227906976744186,0.976744186046512
2019,Bedrosian, Cam,592135,Angels,LAA,R,92.9,485,1021,6.30246913580246913,0.47502448579823702,FF,4-Seamer,14.2,-16,1.8,11,2.5,-7.1,-4.7,-65,0.869767441860465,0.0651162790697674
2019,Perez, Martin,527048,Twins,MIN,L,94.2,484,2772,17.11111111111111111,0.17460317460317460,FF,4-Seamer,15.7,-15.9,0.2,2,9.8,-8.2,1.5,19,0.56046511627907,0.648837209302326
2019,Gonzalez, Chi Chi,592346,Rockies,COL,R,92.4,483,1145,7.06790123456790123,0.42183406113537117,FF,4-Seamer,21.5,-16.9,-4.6,-28,3.5,-7.8,-4.3,-55,0.0325581395348837,0.0767441860465116
2019,Soroka, Mike,647336,Braves,ATL,R,92.9,479,2557,15.78395061728395061,0.18732890105592491,FF,4-Seamer,19.5,-16.3,-3.2,-20,5.2,-8,-2.8,-35,0.0837209302325581,0.197674418604651
2019,Brach, Brad,542960,Mets,NYM,R,94.1,475,997,6.15432098765432098,0.47642928786359077,FF,4-Seamer,17.6,-15.9,-1.8,-11,7.5,-7.8,-0.4,-5,0.197674418604651,0.437209302325581
2019,Jackson, Luke,592426,Braves,ATL,R,96.1,475,1254,7.74074074074074074,0.37878787878787878,FF,4-Seamer,12.3,-13.5,1.2,9,7.2,-6.9,0.3,5,0.758139534883721,0.518604651162791
2019,Parker, Blake,453284,Phillies,PHI,R,91.2,475,1020,6.29629629629629629,0.46568627450980392,FF,4-Seamer,16.3,-15.9,-0.4,-3,2.9,-6,-3,-51,0.42093023255814,0.176744186046512
2019,Crick, Kyle,605195,Pirates,PIT,R,95.3,470,934,5.76543209876543209,0.50321199143468950,FF,4-Seamer,17.3,-15.7,-1.7,-11,6,-8.8,-2.8,-32,0.211627906976744,0.197674418604651
2019,Jurado, Ariel,642558,Rangers,TEX,R,93.1,469,2047,12.63580246913580246,0.22911577918905715,FF,4-Seamer,16.9,-15.8,-1,-7,8.7,-7,1.7,24,0.311627906976744,0.667441860465116
2019,Oberg, Scott,623184,Rockies,COL,R,94.3,467,898,5.54320987654320987,0.52004454342984409,FF,4-Seamer,17.6,-15.6,-2.1,-13,2,-7.9,-5.9,-75,0.16046511627907,0.027906976744186
2019,Burnes, Corbin,669203,Brewers,MIL,R,95.2,466,903,5.57407407407407407,0.51605758582502768,FF,4-Seamer,16.6,-14.7,-1.9,-13,2,-7.6,-5.5,-73,0.183720930232558,0.0441860465116279
2019,Barria, Jaime,642545,Angels,LAA,R,91.7,466,1498,9.24691358024691358,0.31108144192256341,FF,4-Seamer,15.3,-16.3,1.1,7,5.9,-6.5,-0.7,-10,0.730232558139535,0.390697674418605
2019,Quijada, Jose,650671,Marlins,MIA,L,93.3,465,647,3.99382716049382716,0.71870170015455950,FF,4-Seamer,16.3,-16.5,0.2,1,6.6,-8.1,-1.5,-19,0.56046511627907,0.327906976744186
2019,Barraclough, Kyle,607457,Giants,SF,R,93.4,464,708,4.37037037037037037,0.65536723163841807,FF,4-Seamer,17.1,-16,-1.2,-7,6.8,-7.7,-0.8,-11,0.283720930232558,0.386046511627907
2019,Ruiz, Jose,614179,White Sox,CWS,R,96.4,464,753,4.67701863354037267,0.61620185922974767,FF,4-Seamer,12.1,-14.2,2.1,15,5,-7.6,-2.7,-35,0.906976744186046,0.209302325581395
2019,Barlow, Scott,605130,Royals,KC,R,94.1,455,1300,8.02469135802469135,0.35000000000000000,FF,4-Seamer,16.4,-15.4,-1,-7,3.9,-7.6,-3.7,-48,0.311627906976744,0.102325581395349
2019,Miley, Wade,489119,Astros,HOU,L,90.8,453,2968,18.32098765432098765,0.15262803234501347,FF,4-Seamer,16.5,-16.8,0.3,2,4,-6.1,-2.1,-34,0.581395348837209,0.251162790697674
2019,Magill, Matt,543483,Mariners,SEA,R,95.2,451,885,5.46296296296296296,0.50960451977401129,FF,4-Seamer,13.1,-14.3,1.2,9,7.6,-7.2,0.4,5,0.758139534883721,0.527906976744186
2019,Keller, Mitch,656605,Pirates,PIT,R,95.4,448,932,5.75308641975308641,0.48068669527896995,FF,4-Seamer,14.5,-14.6,0.1,0,6.8,-7.4,-0.6,-9,0.544186046511628,0.411627906976744
2019,Hirano, Yoshihisa,673633,Diamondbacks,ARI,R,91.1,448,934,5.76543209876543209,0.47965738758029978,FF,4-Seamer,15.7,-16.8,1.1,7,8.5,-6.5,2,31,0.730232558139535,0.718604651162791
2019,Cessa, Luis,570666,Yankees,NYY,R,94.6,444,1352,8.34567901234567901,0.32840236686390532,FF,4-Seamer,15.3,-15.7,0.3,2,9.2,-7.9,1.3,16,0.581395348837209,0.618604651162791
2019,Harvey, Matt,518774,Angels,LAA,R,93.2,443,999,6.16666666666666666,0.44344344344344344,FF,4-Seamer,17.7,-16,-1.7,-11,12.1,-7.3,4.8,66,0.211627906976744,0.93953488372093
2019,Rondon, Hector,444468,Astros,HOU,R,96.7,443,994,6.13580246913580246,0.44567404426559356,FF,4-Seamer,14.4,-14,-0.3,-2,7.9,-7.9,0,0,0.446511627906977,0.486046511627907
2019,Lamet, Dinelson,659275,Padres,SD,R,95.9,442,1233,7.61111111111111111,0.35847526358475263,FF,4-Seamer,14.9,-14.6,-0.3,-2,5.6,-7.7,-2.1,-28,0.446511627906977,0.251162790697674
2019,Lugo, Seth,607625,Mets,NYM,R,94.5,441,1275,7.87037037037037037,0.34588235294117647,FF,4-Seamer,14.4,-15.7,1.3,8,7.5,-8.2,-0.7,-9,0.776744186046512,0.390697674418605
2019,Garcia, Yimi,554340,Dodgers,LAD,R,94.2,440,998,6.16049382716049382,0.44088176352705410,FF,4-Seamer,17.8,-17.3,-0.5,-3,7.4,-9.8,-2.4,-25,0.4,0.223255813953488
2019,Vincent, Nick,543883,Phillies,PHI,R,88.9,439,751,4.63580246913580246,0.58455392809587217,FF,4-Seamer,18.8,-19.1,0.4,2,4.3,-7.2,-2.8,-40,0.6,0.197674418604651
2019,Law, Derek,571882,Blue Jays,TOR,R,94,438,1194,7.37037037037037037,0.36683417085427135,FF,4-Seamer,15.9,-14.7,-1.3,-9,3.2,-6.6,-3.4,-51,0.255813953488372,0.134883720930233
2019,Kahnle, Tommy,592454,Yankees,NYY,R,96.4,437,1026,6.33333333333333333,0.42592592592592592,FF,4-Seamer,13.6,-13.9,0.2,2,6.6,-7.5,-0.9,-12,0.56046511627907,0.37906976744186
2019,Osuna, Roberto,532077,Astros,HOU,R,96.7,436,961,5.93209876543209876,0.45369406867845993,FF,4-Seamer,11.1,-13.9,2.8,20,6,-7.7,-1.6,-21,0.969767441860465,0.318604651162791
2019,Waguespack, Jacob,621097,Blue Jays,TOR,R,92.3,429,1333,8.22839506172839506,0.32183045761440360,FF,4-Seamer,15.3,-15.8,0.5,3,1.7,-6.5,-4.8,-73,0.632558139534884,0.0627906976744186
2019,Carrasco, Carlos,471911,Indians,CLE,R,93.8,428,1274,7.86419753086419753,0.33594976452119309,FF,4-Seamer,17,-15.8,-1.2,-8,11.8,-7.8,4,52,0.283720930232558,0.911627906976744
2019,Leake, Mike,502190,Diamondbacks,ARI,R,88.6,427,2975,18.36419753086419753,0.14352941176470588,FF,4-Seamer,27.6,-23.2,-4.4,-19,8.1,-8.4,-0.3,-4,0.0395348837209302,0.448837209302326
2019,Santiago, Hector,502327,White Sox,CWS,L,91.8,423,715,4.44099378881987577,0.59160839160839160,FF,4-Seamer,18.4,-17.2,-1.2,-7,13.2,-7.7,5.6,73,0.283720930232558,0.974418604651163
2019,McHugh, Collin,543521,Astros,HOU,R,90.8,419,1294,7.98765432098765432,0.32380216383307573,FF,4-Seamer,17.3,-17.3,0,0,10.3,-7.1,3.2,45,0.530232558139535,0.841860465116279
2019,Guerra, Junior,448855,Brewers,MIL,R,94.6,418,1392,8.59259259259259259,0.30028735632183908,FF,4-Seamer,12.3,-15.2,3,19,6.5,-7.7,-1.2,-16,0.97906976744186,0.358139534883721
2019,Workman, Brandon,519443,Red Sox,BOS,R,92.9,418,1244,7.67901234567901234,0.33601286173633440,FF,4-Seamer,13.5,-14.1,0.5,4,2.5,-5.4,-2.9,-54,0.632558139534884,0.186046511627907
2019,Wood, Hunter,621056,Indians,CLE,R,93.6,418,752,4.64197530864197530,0.55585106382978723,FF,4-Seamer,12.2,-15.4,3.2,21,1.4,-6.9,-5.5,-80,0.990697674418605,0.0441860465116279
2019,Iglesias, Raisel,628452,Reds,CIN,R,95.4,415,1133,6.99382716049382716,0.36628420123565754,FF,4-Seamer,15,-15.4,0.3,2,8.1,-8.4,-0.3,-4,0.581395348837209,0.448837209302326
2019,Peacock, Brad,502748,Astros,HOU,R,92.5,413,1510,9.32098765432098765,0.27350993377483443,FF,4-Seamer,17.4,-17.5,0.2,1,13.4,-8.7,4.6,53,0.56046511627907,0.934883720930233
2019,Voth, Austin,608723,Nationals,WSH,R,92.7,413,684,4.22222222222222222,0.60380116959064327,FF,4-Seamer,15.3,-16.3,1.1,7,4.3,-7.5,-3.3,-44,0.730232558139535,0.148837209302326
2019,Elias, Roenis,606273,Nationals,WSH,L,93.9,408,847,5.22839506172839506,0.48170011806375442,FF,4-Seamer,13.9,-16.1,2.1,13,9.1,-8,1.1,14,0.906976744186046,0.590697674418605
2019,Chatwood, Tyler,543022,Cubs,CHC,R,96.1,407,1285,7.93209876543209876,0.31673151750972762,FF,4-Seamer,14.1,-14.9,0.8,5,5.1,-8.6,-3.5,-40,0.688372093023256,0.125581395348837
2019,Kline, Branden,571858,Orioles,BAL,R,96.2,407,708,4.37037037037037037,0.57485875706214689,FF,4-Seamer,13.1,-13.6,0.5,4,8.9,-7,1.9,28,0.632558139534884,0.7
2019,Kingham, Nick,592468,Blue Jays,TOR,R,91.9,403,1027,6.33950617283950617,0.39240506329113924,FF,4-Seamer,18.5,-16.4,-2.2,-13,3.1,-6.7,-3.7,-54,0.151162790697674,0.102325581395349
2019,Hand, Brad,543272,Indians,CLE,L,92.7,401,946,5.83950617283950617,0.42389006342494714,FF,4-Seamer,17.4,-16.7,-0.6,-4,11.4,-8.4,3,35,0.376744186046512,0.818604651162791
2019,Giles, Ken,571704,Blue Jays,TOR,R,96.9,397,810,5.00000000000000000,0.49012345679012345,FF,4-Seamer,13.3,-14.6,1.2,9,9.9,-8.2,1.7,21,0.758139534883721,0.667441860465116
2019,Allard, Kolby,663465,Rangers,TEX,L,92.4,389,837,5.16666666666666666,0.46475507765830346,FF,4-Seamer,17.2,-16.9,-0.3,-2,8.9,-7.9,1,13,0.446511627906977,0.583720930232558
