"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"567",660761,"Jose Suarez","1485","38.2","0.363","0.324","0.329","0.686","0.455","0.423","0.324","37","102","88.6","23.2","2250","91.8","90.96","46","231","326","-0.8","5.72","111","149","112","147","296","316","287"
"963",543101,"Anthony DeSclafani","2587","37.2","0.255","0.194","0.279","0.449","0.325","0.339","0.248","50","196","91.4","21.6","2249","94.7","94.98","93","432","528","0.3","6.36","117","158","114","148","290","315","290"
"674",657141,"Jordan Yamamoto","1376","49.0","0.171","0.154","0.184","0.325","0.289","0.359","0.250","20","117","91.8","20.4","2248","91.5","91.24","47","296","373","-0.3","6.05","109","155","115","149","303","325","292"
"528",467100,"Ivan Nova","3005","17.6","0.309","0.200","0.302","0.509","0.364","0.366","0.303","34","110","90.1","22.5","2246","92.5","91.77","27","241","283","-0.7","5.84","110","150","111","149","293","322","295"
"154",671790,"Ronald Bolanos","346","44.5","0.265","0.176","0.258","0.441","0.369","0.437","0.350","9","34","90.9","11.2","2245","94.5","94.71","5","61","91","0.2","6.44","114","154","114","149","300","324","307"
"1179",642098,"Glenn Sparkman","2273","51.9","0.302","0.226","0.305","0.528","0.362","0.376","0.304","87","288","91.4","16.5","2245","93.2","93.74","76","583","592","0.5","6.44","112","149","115","143","301","326","305"
"35",664042,"Travis Lakins Sr.","395","8.9","0.100","0.100","0.167","0.200","0.173","0.338","0.221","1","10","97.5","22.5","2244","94.5","93.43","6","16","19","-1.1","5.62","116","155","123","152","284","325","295"
"65",519043,"Matt Moore","117","55.6","0.000","0.000","0.000","0.000","0.049","0.285","0.208","0","13","85.4","7.1","2244","92.9","92.08","7","28","37","-0.8","5.91","107","150","116","148","295","327","305"
"347",642545,"Jaime Barria","1498","23.2","0.291","0.436","0.256","0.727","0.422","0.404","0.283","16","55","92.9","24.9","2244","91.8","91.06","23","134","211","-0.7","5.81","115","156","114","148","293","323","291"
"17",657031,"Josh Taylor","796","2.1","0.000","0.000","0.000","0.000","0.345","0.349","0.006","0","2","85.2","40.0","2244","94.3","94.82","0","4","13","0.5","6.43","109","150","114","144","300","315","284"
"956",518633,"Danny Duffy","2161","44.2","0.255","0.173","0.306","0.427","0.342","0.379","0.273","56","220","91.5","20.9","2242","92.3","93.06","90","460","489","0.8","6.59","111","151","119","143","304","327","305"
"765",592332,"Kevin Gausman","1643","46.6","0.320","0.227","0.361","0.546","0.386","0.398","0.301","62","194","90.7","15.0","2241","93.7","93.50","80","394","363","-0.2","6.13","109","150","112","150","306","326","295"
"95",502239,"Trevor Cahill","1720","5.5","0.286","0.238","0.385","0.524","0.333","0.294","0.242","6","21","93.6","28.4","2240","91.6","91.64","15","53","41","0.0","6.23","114","154","112","149","291","319","297"
"466",596071,"Dillon Peters","1274","36.6","0.333","0.419","0.324","0.753","0.469","0.438","0.328","31","93","92.7","22.6","2240","90.9","90.25","32","209","254","-0.6","5.79","111","148","116","146","295","319","286"
"13",664054,"Cody Stashak","367","3.5","0.333","0.500","0.250","0.833","0.468","0.521","0.350","2","6","99.5","29.8","2239","92.0","91.42","2","9","4","-0.6","5.78","105","155","110","150","302","338","308"
"296",657277,"Logan Webb","676","43.8","0.339","0.242","0.367","0.581","0.407","0.397","0.335","21","62","90.6","10.5","2238","93.2","93.60","17","117","175","0.4","6.41","111","152","114","150","294","329","302"
"809",434671,"Anibal Sanchez","2689","30.1","0.267","0.207","0.277","0.474","0.332","0.397","0.309","36","135","92.0","22.3","2238","90.2","90.00","53","324","481","-0.2","6.03","113","152","110","148","301","317","295"
"364",657024,"Erik Swanson","970","37.5","0.264","0.345","0.250","0.609","0.367","0.392","0.284","23","87","93.1","22.4","2237","92.5","93.08","38","179","185","0.6","6.55","110","152","112","146","287","321","297"
"497",592314,"Mike Foltynewicz","1888","26.3","0.250","0.283","0.219","0.533","0.341","0.406","0.305","23","92","92.2","26.0","2237","94.8","94.65","33","209","284","-0.2","6.13","110","150","110","151","305","326","297"
"1614",543606,"Jake Odorizzi","2786","57.9","0.209","0.163","0.292","0.372","0.287","0.299","0.206","68","325","91.4","25.7","2236","92.9","92.26","261","849","756","-0.6","5.92","109","154","114","148","297","325","295"
"782",592879,"Asher Wojciechowski","1467","53.3","0.254","0.246","0.262","0.500","0.368","0.395","0.273","36","142","88.8","23.3","2236","91.5","92.33","80","369","407","0.8","6.68","106","153","114","148","296","327","299"
"689",450306,"Jason Vargas","2505","27.5","0.252","0.236","0.287","0.488","0.368","0.355","0.228","31","123","90.1","23.8","2234","84.2","83.67","36","233","446","-0.5","5.97","110","151","112","147","301","321","292"
"18",642578,"Jose Rodriguez","329","5.5","0.333","1.000","0.000","1.333","0.647","0.444","0.299","1","3","94.8","32.7","2233","93.0","92.79","0","5","13","-0.2","6.32","109","157","123","148","282","326","284"
"221",669060,"Bryse Wilson","356","62.1","0.319","0.213","0.424","0.532","0.378","0.322","0.272","15","47","91.2","22.7","2232","94.7","94.64","23","102","118","-0.1","6.20","110","153","116","152","305","326","294"
"1392",663978,"Chris Paddack","2280","61.1","0.204","0.187","0.243","0.391","0.275","0.283","0.213","58","284","89.3","21.9","2230","93.9","94.64","167","713","666","0.7","6.72","115","153","113","151","303","323","304"
"13",465657,"Joakim Soria","1099","1.2","0.667","1.000","0.500","1.667","0.937","0.741","0.575","2","3","88.3","15.0","2230","92.2","91.95","0","8","5","-0.3","6.12","116","150","123","153","310","323","305"
"470",656713,"Brendan McKay","878","53.5","0.281","0.270","0.375","0.551","0.364","0.339","0.252","25","89","93.4","23.0","2230","93.6","93.42","50","216","253","-0.2","6.24","107","160","117","149","297","326","296"
"110",621219,"Alec Mills","553","19.9","0.348","0.174","0.500","0.522","0.415","0.341","0.246","8","23","89.1","14.9","2226","89.9","89.76","11","46","62","-0.1","6.13","109","154","123","148","301","327","297"
