"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"920",519144,"Rick Porcello","2927","31.4","0.270","0.198","0.309","0.468","0.326","0.351","0.261","60","222","91.8","23.5","2434","91.0","90.78","97","518","400","-0.2","6.08","112","151","116","149","282","322","296"
"453",592346,"Chi Chi Gonzalez","1145","39.6","0.235","0.173","0.260","0.408","0.332","0.351","0.257","23","98","87.3","8.6","2428","92.3","91.54","37","204","246","-0.8","5.48","114","152","118","148","309","336","307"
"64",519076,"Jimmy Nelson","407","15.7","0.308","0.308","0.300","0.615","0.464","0.507","0.383","4","13","84.9","16.9","2427","91.6","92.25","6","28","36","0.6","6.39","112","156","108","153","299","316","287"
"1431",592761,"Caleb Smith","2661","53.8","0.210","0.273","0.218","0.483","0.330","0.356","0.230","57","271","91.3","29.6","2425","91.6","89.37","171","681","736","-2.2","5.09","105","153","114","147","302","324","293"
"30",657566,"Montana DuRapau","327","9.2","0.500","0.500","0.500","1.000","0.613","0.490","0.418","3","6","93.4","24.6","2425","92.3","92.84","3","13","17","0.5","6.46","104","148","121","145","303","320","292"
"21",673258,"Michel Baez","521","4.0","0.000","0.000","null","0.000","0.230","0.230","null","0","2","null","null","2424","95.9","94.89","5","11","10","-1.0","5.77","107","149","121","148","302","325","300"
"321",595191,"Jerad Eickhoff","974","33.0","0.328","0.403","0.288","0.731","0.460","0.451","0.305","22","67","92.6","19.9","2424","89.3","89.31","20","136","181","0.0","6.33","112","152","115","150","300","325","295"
"539",642547,"Freddy Peralta","1599","33.7","0.328","0.264","0.388","0.592","0.406","0.354","0.266","41","125","90.9","20.9","2421","92.4","93.68","73","281","252","1.3","6.97","108","152","113","152","298","318","290"
"278",593423,"Frankie Montas","1485","18.7","0.250","0.192","0.316","0.442","0.327","0.324","0.236","13","52","91.5","26.0","2421","96.8","95.26","30","137","141","-1.5","5.54","109","149","122","150","297","320","296"
"985",605397,"Joe Musgrove","2654","37.1","0.304","0.240","0.305","0.544","0.376","0.384","0.299","62","204","90.7","17.1","2418","92.7","92.02","74","485","492","-0.7","5.70","111","150","119","148","305","326","299"
"676",519141,"Drew Pomeranz","1942","34.8","0.248","0.281","0.284","0.529","0.365","0.348","0.233","38","153","89.7","23.3","2418","92.0","90.01","81","337","336","-2.0","5.08","107","149","113","147","298","323","295"
"28",650644,"Aaron Civale","861","3.3","0.667","1.000","0.500","1.667","0.937","0.818","0.689","2","3","90.6","14.0","2415","92.0","91.34","0","8","20","-0.7","5.67","108","154","119","151","289","315","290"
"140",657140,"Kyle Wright","351","39.9","0.478","0.522","0.421","1.000","0.624","0.576","0.420","11","23","93.4","13.9","2414","94.7","94.57","4","47","91","-0.1","6.12","108","150","113","149","301","321","291"
"233",656686,"Corbin Martin","372","62.6","0.250","0.375","0.226","0.625","0.414","0.367","0.240","12","48","92.0","16.3","2413","95.3","94.60","20","93","140","-0.7","5.89","112","152","120","153","285","316","303"
"1417",545333,"Trevor Bauer","3686","38.4","0.273","0.304","0.276","0.578","0.402","0.406","0.275","79","289","92.0","23.9","2412","94.5","94.55","154","709","699","0.0","6.24","111","153","113","148","290","311","289"
"64",592135,"Cam Bedrosian","1014","6.3","0.333","0.333","0.400","0.667","0.479","0.531","0.389","3","9","102.0","6.3","2412","93.0","92.86","7","24","40","-0.1","6.09","114","152","112","149","293","316","296"
"1106",518876,"Merrill Kelly","2962","37.3","0.241","0.165","0.282","0.406","0.315","0.357","0.254","54","224","91.2","20.3","2411","92.0","91.91","94","461","641","-0.1","6.20","112","153","115","152","301","327","300"
"39",608334,"Carson Fulmer","556","7.0","0.333","0.500","0.333","0.833","0.524","0.347","0.210","2","6","95.5","26.0","2411","94.2","93.77","3","13","26","-0.4","6.06","111","152","117","148","284","326","302"
"442",659275,"Dinelson Lamet","1232","35.9","0.323","0.301","0.343","0.624","0.413","0.360","0.280","30","93","88.9","14.9","2407","95.9","95.03","36","194","242","-0.9","5.75","115","151","112","149","302","325","303"
"1389",518516,"Madison Bumgarner","3239","42.9","0.249","0.223","0.275","0.472","0.321","0.331","0.248","75","301","90.8","25.8","2405","91.4","91.66","143","657","728","0.3","6.44","108","150","112","146","299","325","296"
"215",656970,"Devin Smeltzer","732","29.4","0.222","0.241","0.227","0.463","0.318","0.356","0.259","12","54","92.2","31.6","2405","88.9","88.17","16","107","107","-0.7","5.84","108","152","113","145","296","326","290"
"27",656547,"Jonathan Holder","693","3.9","0.375","0.250","0.500","0.625","0.409","0.340","0.304","3","8","96.7","9.0","2403","91.6","91.73","5","16","11","0.1","6.26","109","149","113","148","289","314","292"
"1186",592826,"Vince Velasquez","2119","56.0","0.219","0.245","0.246","0.464","0.321","0.343","0.240","58","265","91.3","24.5","2403","94.1","94.54","154","641","533","0.4","6.49","112","151","118","151","299","324","296"
"1",661403,"Emmanuel Clase","345","0.3","0.000","0.000","0.000","0.000","0.000","0.069","0.042","0","1","97.5","43.0","2401","99.4","99.60","0","1","0","0.2","6.30","119","150","89","152","288","328","303"
"71",643493,"Austin Pruitt","720","9.9","0.313","0.313","0.333","0.625","0.380","0.359","0.288","5","16","90.8","14.6","2400","91.6","90.51","9","35","36","-1.1","5.59","111","164","121","152","293","333","306"
"1265",527054,"Julio Teheran","3034","41.7","0.232","0.211","0.252","0.443","0.345","0.356","0.227","53","228","90.8","23.0","2400","89.7","89.69","108","552","706","0.0","6.09","110","151","112","150","305","326","298"
"85",640470,"Adbert Alzolay","225","37.8","0.471","0.471","0.500","0.941","0.599","0.506","0.367","8","17","93.5","24.6","2399","94.2","93.69","8","42","38","-0.5","5.95","116","153","115","155","294","313","299"
"41",501992,"Nate Karns","91","45.1","0.300","0.100","0.429","0.400","0.332","0.284","0.251","3","10","89.1","2.1","2399","91.1","91.72","4","17","24","0.6","6.68","106","156","115","146","303","337","297"
"1191",605513,"Spencer Turnbull","2659","44.8","0.252","0.124","0.304","0.376","0.318","0.350","0.264","61","242","89.0","16.1","2396","93.6","93.51","141","607","576","-0.1","6.09","110","149","113","149","297","329","295"
"18",630023,"Yonny Chirinos","1985","0.9","0.000","0.000","null","0.000","0.000","0.000","null","0","1","null","null","2396","94.3","93.82","1","5","13","-0.5","6.03","109","165","120","151","300","328","297"
"30",521230,"Liam Hendriks","1317","2.3","0.500","0.000","0.600","0.500","0.471","0.453","0.386","3","6","90.7","26.6","2396","95.6","95.80","3","16","14","0.2","6.29","107","142","116","148","296","321","299"
"33",606162,"Yefry Ramirez","464","7.1","0.200","0.600","0.000","0.800","0.474","0.409","0.174","1","5","93.5","37.0","2393","93.3","93.47","5","11","22","0.2","6.22","103","149","107","147","291","316","302"
"969",596057,"Daniel Norris","2360","41.1","0.308","0.285","0.313","0.593","0.401","0.399","0.305","66","214","92.1","19.7","2388","90.8","89.76","57","449","512","-1.0","5.52","107","150","113","146","300","328","290"
"1536",594798,"Jacob deGrom","3191","48.1","0.219","0.181","0.275","0.400","0.292","0.298","0.223","57","260","89.0","23.7","2388","96.9","98.07","211","779","749","1.2","6.85","113","150","111","146","298","315","293"
"350",471911,"Carlos Carrasco","1274","27.5","0.289","0.241","0.351","0.530","0.348","0.366","0.294","24","83","93.2","14.0","2386","93.6","93.76","37","168","181","0.2","6.34","109","152","115","147","289","308","283"
"50",594736,"Cody Anderson","193","25.9","0.500","0.333","0.600","0.833","0.606","0.639","0.477","3","6","92.7","12.8","2383","94.7","93.86","2","21","29","-0.8","5.80","108","152","118","147","295","314","290"
"883",519242,"Chris Sale","2465","35.8","0.217","0.227","0.355","0.444","0.295","0.289","0.215","45","207","92.3","20.5","2383","93.4","92.71","119","417","465","-0.7","6.04","107","150","116","148","286","322","286"
"1509",571510,"Matthew Boyd","3024","49.9","0.269","0.266","0.308","0.535","0.354","0.319","0.236","97","361","90.3","25.0","2383","92.1","92.14","195","806","700","0.0","6.24","106","150","114","147","299","329","290"
"145",669214,"Conner Menez","317","45.7","0.192","0.231","0.188","0.423","0.343","0.394","0.218","5","26","86.7","30.3","2382","91.1","91.89","11","60","84","0.8","6.64","107","152","114","145","305","337","302"
"1282",607644,"John Means","2680","47.8","0.270","0.185","0.310","0.455","0.326","0.344","0.265","60","222","91.6","23.0","2381","91.7","91.01","98","565","710","-0.7","5.87","105","153","114","147","302","324","295"
"4",519166,"Neil Ramirez","461","0.9","0.000","0.000","0.000","0.000","0.000","0.021","0.023","0","2","81.5","24.0","2376","94.1","94.30","0","2","2","0.2","6.53","116","158","99","153","304","332","301"
"322",573185,"Dan Straily","966","33.3","0.315","0.352","0.267","0.667","0.432","0.456","0.332","17","54","91.3","27.9","2375","89.8","89.43","19","127","193","-0.4","6.08","107","150","115","148","306","333","302"
"13",461325,"Tyler Clippard","929","1.4","0.250","0.250","0.500","0.500","0.387","0.320","0.167","1","4","84.1","40.5","2375","90.1","89.78","3","8","4","-0.3","6.08","113","155","123","152","284","308","290"
"1116",663423,"Trent Thornton","2759","40.4","0.268","0.260","0.284","0.528","0.373","0.379","0.278","62","231","90.0","23.1","2374","92.9","92.45","85","490","620","-0.5","5.91","110","154","118","150","302","326","301"
"214",622446,"Jefry Rodriguez","784","27.3","0.200","0.178","0.241","0.378","0.282","0.320","0.227","9","45","87.5","17.6","2371","93.9","94.46","16","97","117","0.6","6.60","113","154","115","149","285","309","289"
"346",521655,"Wilmer Font","1523","22.7","0.243","0.300","0.304","0.543","0.359","0.366","0.248","17","70","93.3","27.5","2371","94.3","94.84","40","185","160","0.5","6.63","111","154","113","148","306","322","297"
"660",668678,"Zac Gallen","1387","47.6","0.192","0.117","0.274","0.308","0.301","0.332","0.221","23","120","89.9","20.1","2370","92.9","92.93","62","262","392","0.0","6.31","109","153","116","150","302","321","296"
"19",606930,"Jacob Barnes","660","2.9","0.000","0.000","null","0.000","0.518","0.518","null","0","1","null","null","2365","93.3","94.04","1","4","15","0.7","6.72","110","150","107","159","301","327","308"
"2",656756,"Jordan Montgomery","82","2.4","null","null","null","null","null","null","null","null","null","null","null","2363","91.4","90.85","0","1","1","-0.5","6.15","104","151","108","152","292","314","295"
"479",647336,"Mike Soroka","2555","18.7","0.274","0.071","0.345","0.345","0.288","0.317","0.273","31","113","87.6","20.0","2362","92.9","91.25","36","220","255","-1.6","5.20","109","151","113","150","304","327","297"
"380",592773,"Ryne Stanek","1298","29.3","0.216","0.170","0.236","0.386","0.291","0.375","0.255","19","88","94.4","23.1","2359","97.4","96.32","50","201","178","-1.1","5.78","109","158","116","148","294","324","297"
"933",645261,"Sandy Alcantara","3090","30.2","0.229","0.165","0.264","0.394","0.311","0.344","0.247","53","231","90.2","20.6","2356","95.6","94.51","75","455","462","-1.1","5.74","108","155","117","149","299","321","295"
"914",605483,"Blake Snell","1890","48.4","0.265","0.135","0.378","0.400","0.306","0.270","0.220","53","200","90.8","23.5","2353","95.5","95.96","134","493","419","0.5","6.58","106","153","111","146","294","320","291"
"51",595001,"Josh A. Smith","593","8.6","0.545","0.000","0.667","0.545","0.493","0.492","0.443","6","11","96.0","14.9","2343","91.6","91.75","4","18","33","0.2","6.38","107","143","111","148","287","322","293"
"77",643290,"Justin Dunn","136","56.6","0.125","0.000","0.125","0.125","0.393","0.416","0.129","1","8","87.1","44.1","2342","92.5","92.54","2","22","55","0.0","6.32","104","150","111","147","303","323","297"
"8",570663,"Hansel Robles","1141","0.7","0.000","0.000","null","0.000","0.000","0.000","null","0","1","null","null","2342","95.6","94.74","1","3","5","-0.9","5.79","110","154","122","146","305","313","295"
"1067",605182,"Mike Clevinger","2090","51.1","0.192","0.148","0.285","0.341","0.268","0.288","0.205","44","229","91.9","18.4","2341","95.4","96.38","148","493","571","1.0","6.68","110","153","116","151","287","313","293"
"947",554430,"Zack Wheeler","3158","30.0","0.241","0.098","0.333","0.339","0.280","0.295","0.237","42","174","86.9","19.6","2341","96.8","97.88","122","453","491","1.1","6.84","111","149","111","145","294","312","292"
"427",571946,"Shelby Miller","862","49.5","0.348","0.225","0.371","0.573","0.430","0.432","0.304","31","89","92.3","18.9","2337","94.1","94.46","35","203","222","0.4","6.54","106","149","111","148","295","320","304"
"69",657571,"Caleb Ferguson","824","8.4","0.273","0.364","0.200","0.636","0.386","0.415","0.319","3","11","92.0","8.5","2334","94.0","94.01","3","34","35","0.0","6.19","108","158","117","145","297","318","292"
"121",592468,"Nick Kingham","1027","11.8","0.375","0.125","0.500","0.500","0.414","0.368","0.293","9","24","87.0","22.4","2334","92.0","91.53","8","52","65","-0.5","5.80","110","146","116","146","303","320","298"
"199",542881,"Tyler Anderson","428","46.5","0.341","0.523","0.300","0.864","0.496","0.460","0.333","15","44","90.0","16.1","2333","91.2","90.96","21","102","97","-0.2","5.94","109","152","114","146","314","331","307"
"1548",608337,"Lucas Giolito","2814","55.0","0.203","0.161","0.269","0.364","0.278","0.292","0.214","68","335","90.5","20.3","2333","94.2","94.93","197","757","786","0.7","6.65","109","150","112","148","295","322","298"
"79",446372,"Corey Kluber","611","12.9","0.385","0.154","0.500","0.538","0.472","0.487","0.353","5","13","96.2","16.3","2332","92.0","92.06","6","30","49","0.1","6.17","109","150","116","147","284","309","281"
"635",656288,"Griffin Canning","1552","40.9","0.258","0.273","0.284","0.531","0.362","0.342","0.231","33","128","90.7","29.8","2332","93.8","92.86","62","269","360","-0.9","5.76","114","150","113","149","293","316","291"
"24",572362,"Robbie Erlin","959","2.5","0.333","0.000","0.333","0.333","0.290","0.257","0.261","2","6","87.8","27.5","2329","90.7","90.24","0","7","17","-0.5","6.13","102","148","114","141","308","334","301"
"151",592791,"Jameson Taillon","555","27.2","0.219","0.250","0.217","0.469","0.315","0.314","0.233","7","32","84.8","18.1","2328","94.7","94.79","20","75","72","0.1","6.17","108","146","112","146","296","320","299"
"1272",425844,"Zack Greinke","3113","40.9","0.242","0.176","0.278","0.418","0.291","0.310","0.248","59","244","89.8","21.1","2326","89.9","89.49","89","492","777","-0.4","5.92","115","156","115","152","297","325","303"
"452",594965,"Daniel Ponce de Leon","861","52.5","0.210","0.148","0.250","0.358","0.299","0.311","0.224","17","81","88.8","20.9","2326","93.1","92.11","56","231","220","-1.0","5.69","113","152","107","149","294","319","297"
"11",642231,"Jimmy Yacabonis","770","1.4","0.000","0.000","0.000","0.000","0.000","0.001","0.001","0","2","80.0","69.0","2326","92.7","91.83","2","4","7","-0.9","5.76","106","150","114","142","310","326","304"
"20",571656,"Buck Farmer","1155","1.7","0.400","0.200","1.000","0.600","0.463","0.342","0.291","2","5","90.6","11.5","2325","94.4","93.40","3","9","11","-1.0","5.92","116","152","112","146","300","322","293"
"1070",595881,"Tyler Beede","2026","52.8","0.278","0.214","0.280","0.492","0.352","0.389","0.291","74","266","92.7","13.7","2324","94.2","94.11","81","518","548","-0.1","6.13","110","154","115","149","298","328","299"
"4",518715,"Cory Gearrin","903","0.4","1.000","3.000","null","4.000","1.940","1.868","0.972","1","1","105.7","27.0","2322","91.5","90.33","0","2","2","-1.2","5.55","111","153","112","147","292","312","283"
"14",606965,"Chris Devenski","1144","1.2","0.750","0.000","0.750","0.750","0.653","0.437","0.460","3","4","100.1","0.0","2322","94.4","93.84","0","9","5","-0.6","5.79","110","151","108","149","292","315","284"
"928",571666,"Mike Fiers","2837","32.7","0.245","0.216","0.247","0.461","0.316","0.367","0.275","50","204","91.8","21.2","2322","90.4","89.69","71","415","509","-0.7","5.85","112","149","119","152","298","324","301"
"35",552640,"Andrew Kittredge","817","4.3","0.222","0.000","0.500","0.222","0.193","0.108","0.115","2","9","91.0","5.0","2320","95.1","95.52","7","14","21","0.4","6.47","111","157","122","148","296","329","307"
"1267",457918,"J.A. Happ","2695","47.0","0.241","0.323","0.235","0.564","0.367","0.361","0.243","64","266","92.6","27.6","2319","92.0","91.52","154","620","638","-0.5","6.05","104","153","115","148","298","325","286"
"573",601713,"Nick Pivetta","1618","35.4","0.365","0.348","0.364","0.713","0.466","0.476","0.363","42","115","92.9","18.9","2316","94.1","94.30","48","265","305","0.2","6.42","112","150","115","151","297","324","294"
"271",664353,"Jose Urquidy","693","39.1","0.327","0.286","0.361","0.612","0.403","0.419","0.326","16","49","91.5","21.2","2313","93.3","92.30","22","112","159","-1.0","5.74","112","157","121","147","292","320","301"
"54",518566,"Taylor Cole","911","5.9","0.583","0.083","0.636","0.667","0.548","0.540","0.568","7","12","86.7","8.1","2313","93.4","94.06","7","22","32","0.7","6.57","109","152","112","146","291","317","290"
"523",664199,"Taylor Clarke","1511","34.6","0.301","0.379","0.276","0.680","0.424","0.410","0.294","31","103","91.1","24.3","2312","93.4","93.10","37","259","260","-0.3","6.09","113","157","117","153","300","329","301"
"7",642397,"Gregory Soto","1110","0.6","null","null","null","null","null","null","null","null","null","null","null","2312","95.0","95.61","0","0","7","0.6","6.64","109","157","111","149","303","334","290"
"19",614179,"Jose Ruiz","753","2.5","0.500","0.000","0.500","0.500","0.435","0.157","0.150","2","4","85.9","26.3","2311","94.7","94.05","1","12","7","-0.6","5.93","108","151","116","152","294","320","291"
"4",475479,"David Phelps","641","0.6","null","null","null","null","null","null","null","null","null","null","null","2311","91.4","90.53","0","1","3","-0.9","5.73","105","155","117","149","327","329","309"
"4",501625,"Jose Alvarez","984","0.4","0.000","0.000","0.000","0.000","0.000","0.419","0.465","0","1","102.7","0.0","2310","90.7","91.65","0","2","2","1.0","6.70","127","157","131","169","295","326","306"
"124",622663,"Luis Severino","219","56.6","0.100","0.000","0.167","0.100","0.167","0.210","0.120","2","20","82.5","30.3","2309","96.1","95.64","19","60","63","-0.5","6.00","111","151","122","151","290","312","285"
"548",596133,"Luke Weaver","1053","52.0","0.239","0.171","0.312","0.410","0.297","0.336","0.264","28","117","91.7","16.3","2308","93.8","93.12","53","243","296","-0.7","5.80","111","153","115","152","299","329","303"
"355",502748,"Brad Peacock","1509","23.5","0.267","0.326","0.271","0.593","0.362","0.336","0.240","23","86","93.2","21.6","2305","92.6","91.78","29","180","175","-0.8","5.94","115","151","116","153","284","316","302"
"117",641743,"Anthony Kay","258","45.3","0.318","0.091","0.350","0.409","0.380","0.418","0.346","7","22","86.8","12.3","2304","93.7","92.82","10","61","55","-0.9","5.93","110","153","114","150","308","332","291"
"768",571945,"Miles Mikolas","2804","27.4","0.275","0.175","0.336","0.450","0.321","0.310","0.252","47","171","88.7","18.2","2303","93.7","93.81","89","385","379","0.1","6.23","113","151","111","149","297","322","298"
"169",598271,"Brian Johnson","772","21.9","0.222","0.148","0.238","0.370","0.290","0.268","0.197","6","27","90.4","26.7","2299","88.7","89.22","11","54","115","0.5","6.54","107","152","116","149","288","319","290"
"25",596074,"Bobby Poyner","225","11.1","0.000","0.000","0.000","0.000","0.000","0.299","0.256","0","6","76.8","44.5","2298","89.5","88.02","2","13","12","-1.5","5.55","117","157","126","152","295","322","282"
"57",572403,"Drew VerHagen","945","6.0","0.444","0.333","0.500","0.778","0.542","0.303","0.193","4","9","87.2","13.9","2296","93.7","94.40","4","23","33","0.7","6.39","115","148","110","151","292","321","290"
"1133",641745,"Brad Keller","2711","41.8","0.260","0.149","0.307","0.409","0.343","0.385","0.285","63","242","88.9","12.9","2295","93.7","93.50","102","552","568","-0.2","5.97","112","151","119","140","303","326","305"
"502",621381,"Matt Strahm","1789","28.1","0.307","0.404","0.291","0.711","0.428","0.466","0.330","35","114","93.5","21.6","2295","90.9","90.08","48","229","269","-0.8","5.87","113","153","113","150","306","326","301"
"86",456501,"Johnny Cueto","265","32.5","0.125","0.188","0.182","0.313","0.313","0.309","0.155","2","16","87.0","4.9","2292","91.3","88.99","5","34","48","-2.3","5.45","108","149","112","147","295","321","289"
"14",543883,"Nick Vincent","747","1.9","1.000","2.000","1.000","3.000","1.579","1.107","0.618","2","2","102.5","24.0","2291","89.4","88.67","0","6","8","-0.7","5.69","112","169","118","151","297","324","297"
"738",607536,"Kyle Freeland","1779","41.5","0.295","0.231","0.276","0.526","0.357","0.402","0.329","46","156","88.9","10.8","2291","92.0","92.90","38","316","418","0.9","6.49","107","153","114","144","310","330","305"
"7",543169,"Brian Flynn","513","1.4","0.000","0.000","0.000","0.000","0.000","0.000","null","0","3","null","null","2290","91.5","92.34","1","2","5","0.8","6.47","106","147","107","142","296","334","306"
"88",664285,"Framber Valdez","1175","7.5","0.529","0.471","0.467","1.000","0.622","0.471","0.326","9","17","89.8","7.9","2290","94.6","94.08","4","34","54","-0.5","5.82","108","154","113","148","287","316","298"
"42",607374,"Nick Tropeano","273","15.4","0.333","0.000","0.375","0.333","0.330","0.363","0.316","3","9","97.0","22.6","2287","90.3","88.56","2","21","21","-1.7","5.28","109","145","114","147","300","318","288"
"21",517593,"Danny Salazar","66","31.8","0.500","0.750","0.333","1.250","0.700","0.687","0.497","2","4","82.6","17.8","2285","86.5","85.92","1","5","16","-0.6","5.77","107","149","119","150","281","312","290"
"15",593140,"Michael Feliz","1016","1.5","0.750","1.000","0.667","1.750","1.007","0.767","0.571","3","4","89.9","20.3","2284","94.0","94.49","0","7","8","0.5","6.45","107","140","132","145","297","316","295"
"760",628317,"Kenta Maeda","2433","31.2","0.293","0.233","0.310","0.526","0.391","0.373","0.269","39","133","89.2","18.4","2284","92.0","91.79","66","323","429","-0.2","5.97","112","158","119","144","292","317","294"
"642",519455,"Jordan Zimmermann","1866","34.4","0.289","0.273","0.294","0.563","0.377","0.403","0.303","37","128","90.4","21.2","2284","90.5","90.33","34","252","384","-0.2","6.09","111","149","110","148","295","331","293"
"112",453385,"Clayton Richard","728","15.4","0.333","0.333","0.333","0.667","0.430","0.492","0.377","8","24","91.3","34.3","2284","91.1","89.71","6","45","67","-1.4","5.50","105","151","118","148","315","331","296"
"640",571578,"Patrick Corbin","3299","19.4","0.232","0.232","0.235","0.464","0.353","0.371","0.246","26","112","90.3","15.5","2283","91.8","91.97","51","265","373","0.2","6.36","110","150","111","147","301","316","297"
"175",462136,"Marco Estrada","333","52.6","0.176","0.353","0.080","0.529","0.351","0.448","0.265","6","34","88.6","31.5","2282","87.3","85.58","7","68","105","-1.7","5.28","103","148","120","151","301","320","295"
"8",643617,"Zac Reininger","533","1.5","0.500","0.000","0.500","0.500","0.520","0.520","0.422","1","2","96.8","10.5","2280","93.8","93.70","0","2","6","-0.1","6.04","112","147","107","146","282","309","304"
"1",450172,"Edinson Volquez","297","0.3","null","null","null","null","null","null","null","null","null","null","null","2280","93.9","94.00","0","0","1","0.1","6.60","116","156","120","148","307","324","298"
"233",429719,"Edwin Jackson","1315","17.7","0.259","0.278","0.250","0.537","0.366","0.377","0.282","14","54","93.3","13.1","2279","93.5","93.45","11","97","135","0.0","6.07","108","149","118","148","304","330","296"
"606",607192,"Tyler Glasnow","902","67.2","0.195","0.133","0.223","0.328","0.261","0.299","0.216","25","128","88.4","17.2","2279","96.9","99.59","60","268","337","2.7","7.59","108","153","112","146","288","322","296"
"22",453562,"Jake Arrieta","2192","1.0","0.400","0.000","1.000","0.400","0.348","0.298","0.289","2","5","105.2","14.0","2275","91.9","91.12","4","10","12","-0.8","5.85","106","150","113","148","298","322","289"
"6",572193,"Ryan Tepera","340","1.8","0.333","1.000","0.000","1.333","0.658","0.610","0.328","1","3","92.4","48.7","2273","92.8","92.25","0","3","3","-0.5","6.10","106","147","111","141","299","329","300"
"66",650382,"Darwinzon Hernandez","681","9.7","0.250","0.083","0.500","0.333","0.377","0.378","0.227","3","12","97.9","30.8","2272","94.5","95.27","7","19","47","0.8","6.66","106","147","112","147","265","322","294"
"200",543521,"Collin McHugh","1294","15.5","0.371","0.457","0.281","0.829","0.488","0.507","0.415","13","35","91.2","15.8","2271","89.9","90.01","13","83","114","0.1","6.36","110","153","112","151","286","314","293"
"4",605538,"Matt Wisler","935","0.4","0.000","0.000","0.000","0.000","0.000","0.113","0.100","0","1","89.9","27.0","2270","93.0","91.85","0","1","3","-1.1","5.70","113","160","124","149","302","315","284"
"141",642607,"Dario Agrazal","1148","12.3","0.200","0.400","0.111","0.600","0.450","0.517","0.332","3","15","88.8","19.7","2270","90.8","90.01","8","37","99","-0.8","5.79","110","147","115","147","305","324","296"
"906",592644,"Adam Plutko","1794","50.5","0.282","0.257","0.302","0.540","0.361","0.356","0.273","57","202","90.4","24.8","2269","91.1","90.77","79","464","438","-0.3","5.97","110","152","116","150","291","314","289"
"34",598287,"Noe Ramirez","1107","3.1","0.167","0.500","0.000","0.667","0.323","0.487","0.269","1","6","102.4","32.7","2268","89.5","88.53","8","17","17","-1.0","5.66","115","151","118","147","295","313","288"
"21",445926,"Jesse Chavez","1306","1.6","0.000","0.000","0.000","0.000","0.000","0.089","0.107","0","3","80.4","12.7","2267","91.1","90.04","1","10","11","-1.1","5.72","110","155","110","150","291","323","300"
"837",502042,"Chris Archer","2097","39.9","0.243","0.215","0.281","0.458","0.335","0.384","0.277","35","144","92.0","19.5","2264","94.1","93.59","61","323","506","-0.5","5.89","109","150","120","148","306","325","299"
"1595",572020,"James Paxton","2663","59.9","0.266","0.213","0.307","0.479","0.352","0.344","0.255","81","305","88.7","21.9","2263","95.4","95.47","203","827","762","0.1","6.30","105","153","115","148","295","322","285"
"375",548389,"Ross Stripling","1444","26.0","0.268","0.239","0.288","0.507","0.355","0.306","0.213","19","71","89.0","18.1","2262","90.3","90.09","22","142","232","-0.2","6.03","111","157","116","146","292","317","296"
"358",461829,"Gio Gonzalez","1399","25.6","0.253","0.307","0.275","0.560","0.374","0.400","0.262","19","75","92.3","24.0","2261","89.5","89.17","35","161","196","-0.3","6.01","109","154","111","150","304","319","294"
"936",450203,"Charlie Morton","3138","29.8","0.217","0.167","0.336","0.384","0.296","0.293","0.210","43","198","89.6","20.1","2259","94.7","94.06","137","474","461","-0.6","5.96","110","158","116","149","292","323","300"
"1307",592662,"Robbie Ray","3058","42.7","0.221","0.170","0.294","0.391","0.308","0.326","0.225","56","253","89.2","21.3","2257","92.4","92.32","124","553","740","-0.1","6.19","111","151","114","150","301","326","299"
"757",605540,"Brandon Woodruff","1978","38.3","0.208","0.077","0.360","0.286","0.255","0.270","0.203","35","168","87.6","18.6","2257","96.3","96.38","108","402","351","0.1","6.27","109","156","116","152","299","318","290"
"833",663567,"Peter Lambert","1581","52.7","0.308","0.269","0.310","0.577","0.398","0.400","0.325","56","182","92.1","8.6","2256","92.7","92.08","33","344","480","-0.6","5.64","113","151","113","148","309","333","307"
"688",622694,"Elieser Hernandez","1442","47.7","0.295","0.295","0.330","0.591","0.401","0.356","0.259","44","149","90.3","25.3","2255","90.6","90.06","64","333","346","-0.5","6.05","109","156","115","149","303","326","295"
"1",643327,"Zack Godley","1548","0.1","0.000","0.000","null","0.000","0.000","0.000","null","0","1","null","null","2255","91.3","89.40","1","1","0","-1.9","4.90","123","181","146","157","295","329","308"
"1463",669456,"Shane Bieber","3223","45.4","0.231","0.211","0.268","0.442","0.305","0.351","0.269","80","346","92.1","13.5","2254","93.1","93.41","86","630","829","0.3","6.43","110","152","114","150","290","312","290"
"839",592717,"Aaron Sanchez","2305","36.4","0.324","0.237","0.357","0.561","0.431","0.416","0.298","56","173","92.7","16.9","2253","93.4","93.66","69","364","471","0.3","6.43","109","152","115","150","302","325","301"
"231",641302,"Tyler Alexander","918","25.2","0.259","0.333","0.278","0.593","0.349","0.350","0.259","14","54","92.1","24.6","2252","90.5","90.17","20","125","106","-0.3","6.00","105","148","115","147","299","325","285"
"862",452657,"Jon Lester","3041","28.3","0.305","0.228","0.340","0.533","0.374","0.381","0.297","60","197","90.8","20.0","2251","90.6","90.71","56","357","499","0.1","6.31","106","150","109","149","295","320","294"
